x,y
0.22876736921305785,0.9984316937419717
0.7291885180674673,-0.7319075553004972
0.8200125842203524,1.4783465817975991
0.3665069032853686,0.2912616309024283
0.16635930909092422,0.22702938870357506
0.9271558749691342,1.2893711021937215
0.33606782169753113,-0.725381610094076
0.6771276125622532,0.9416793379571619
0.10510274484518656,-0.4874447495213877
0.6865887064259699,0.8341219657796958
0.7805871236867366,1.0760996957204723
0.5812064384554847,0.8496582780706623
0.8029674384863956,2.370771350058153
0.16551844109280767,-0.5132683507618828
0.9603724148205388,1.7466783101483065
0.5009320502355471,0.044554573576835454
0.23764232955590758,2.6792743341370997
0.36452997361807604,0.17339065852696578
0.6474816853507496,2.4494991834103095
0.7160732050630809,0.26019817087052965
0.7617381151414762,0.4917530879818355
0.5451207231744973,-0.4872601343524452
0.7959974548219431,1.2446189822915903
0.8762253854502796,1.252468965371202
0.8169899133816255,1.9317479178649215
0.31041863993426844,-0.9742408778106868
0.6321329094140005,1.235568824860492
0.12147161512086513,0.20274024691956602
0.6204050926563583,2.5734500924719184
0.5718883918091564,-0.3197151057335976
0.4500441934511966,0.20953874748032764
0.04112507677003363,2.029166214857991
0.9706200840860595,2.500037482664
0.41845649547023267,0.8722454693857724
0.958093652420843,2.5619924371096445
0.16024991546512868,1.290446248305189
0.9404896401970693,1.6907694199066094
0.50620326426954,1.054757710392106
0.4670425527194161,-0.523678300633984
0.3335923974011451,-1.196830648514028
0.3248068216947929,-0.8403042684817275
0.33087033295107593,0.7211260056697284
0.525042067215575,-0.12047436579051474
0.8550139339284569,3.217542599429941
0.31612229607827713,-0.2744623642548025
0.27626782590899646,-0.05780310466747085
0.654739923459029,1.201522939249748
0.30688116156011214,1.9212776821136555
0.26448698749777444,3.074294394560853
0.7191265872429691,1.6434029888427675
0.22553956435719702,0.671969927467238
0.49330538474261465,-0.23095018858516037
0.521819330089877,1.8403849179299123
0.3823252489894645,0.5667300971497182
0.6391346136534839,1.0016393308065066
0.33373334752771444,1.7198704448317994
0.9719709222818008,3.573278966950326
0.5286129332325483,1.1825556561502613
0.05239367822126595,0.259946550220577
0.4567058656421702,-1.4014533492283727
0.05194290226150866,0.1702863624128462
0.2990696371954512,0.10491585534505093
0.11845462539384988,0.20480211446142482
0.7764598356573443,1.5640043887872406
0.8825286057218017,1.2022179861653055
0.30196324730552104,-0.8476520592995815
0.692595123111557,3.2032718750881264
0.9047067658840297,1.230236486718416
0.637405082765497,2.278299184564747
0.9333743478875518,2.0891867211344546
0.3050025794386698,-0.4648874191371073
0.43452747769416766,0.15168085738113224
0.9708096163196633,2.106797057045947
0.980914177881885,0.5006767194147763
0.7973769222601204,0.9325878702905188
0.4560537191835853,-0.06171556069118922
0.5689828843415261,0.8946206631250904
0.22682968495952727,0.5775837451925986
0.8977851214453535,2.2367817134115544
0.49751009473027197,1.63128057294999
0.3810197348286123,1.339600220141459
0.6070063987381741,2.168129036251094
0.8958640863739294,0.7865770528423124
0.5510637888423501,-0.21699487538015094
0.3283234607987585,0.6422161242467197
0.6768280430100925,1.5694914868258536
0.9077086590306891,0.8285384479193594
0.10235834368161523,-1.3334758596961473
0.11244579730418336,0.5390080910859613
0.4900595158890314,0.9971261051998243
0.40049164193851217,0.01830373886165848
0.17416631633690838,-0.864761375111265
0.3422307571969032,0.7499134592562875
0.07101236300151537,0.8675780206992537
0.3622277403531684,-1.2007944741487482
0.04614925231016476,-1.4259304070684895
0.8148994559989353,0.27799813590255296
0.6231119212571805,1.701705612828408
0.14512748823767685,1.092022122400458
0.2748496011258069,0.8751255454205332
